City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
555,Tautira,PF,77.31,clear sky,-17.7333,-149.15,Pension Oaoa
556,Tacuarembo,UY,68.18,scattered clouds,-31.7333,-55.9833,Complejo San Fructuoso
558,Kuching,MY,77.22,few clouds,1.55,110.3333,Hilton Kuching
560,Mporokoso,ZM,73.83,overcast clouds,-9.3727,30.125,Kutemwa lodge
561,New Gloucester,US,82.2,broken clouds,43.9628,-70.2825,Cedar Brook Cabin
562,Fare,PF,78.37,clear sky,-16.7,-151.0167,Maitai Lapita Village Huahine
565,Creel,MX,62.6,broken clouds,27.75,-107.6333,The Lodge at Creel Hotel & SPA
567,Daye,CN,69.93,overcast clouds,30.0833,114.95,丽江花马驿精品客栈
568,Lagoa Nova,BR,75.56,broken clouds,-6.1,-36.4833,Chalés dos Cajueiros
570,Ryotsu,JP,76.44,moderate rain,38.0833,138.4333,Sadokamoko Onsen Kohanno Yado Yoshidaya
575,Darnah,LY,79.72,clear sky,32.767,22.6367,فندق الفردوس
578,Pata,PH,74.89,overcast clouds,17.7152,121.5018,Israel Bakeshop
580,Omboue,GA,75.4,scattered clouds,-1.5746,9.2618,Hotel Olako
582,Shihezi,CN,72.46,clear sky,44.3,86.0333,Home Inn Shihezi Dongwu Road Century Square
584,Kasempa,ZM,72.1,broken clouds,-13.4584,25.8338,Lolelunga Forest Reserve
586,Pittsburg,US,89.01,clear sky,38.028,-121.8847,Hampton Inn & Suites Pittsburg
587,Multan,PK,85.89,smoke,30.1956,71.4753,Hotel B R Lounge
589,Marion,US,82.29,few clouds,39.7684,-86.1555,Hilton Garden Inn Indianapolis Downtown
592,Yatou,CN,65.79,clear sky,37.15,122.3833,GreenTree Hotel Rongcheng Bus Station
593,Jati,PK,81.01,clear sky,24.3539,68.2671,Cafe Lala Rehan Restaurant
596,Mantua,IT,77.95,overcast clouds,45.1667,10.7833,Hotel la Favorita
597,Morondava,MG,69.22,clear sky,-20.2833,44.2833,La Case Bambou
599,Kuroishi,JP,64.76,heavy intensity rain,40.6389,140.5922,Takara Onsen Kuroishi
602,Ames,US,89.1,clear sky,42.0347,-93.6199,"Holiday Inn Express & Suites Ames, an IHG Hotel"
604,Bar Harbor,US,79.34,scattered clouds,44.3876,-68.2039,Atlantic Oceanside Hotel & Event Center
608,Singkang,MY,74.97,broken clouds,2.1006,102.7994,Kampung Seri Makmor Pagoh
610,Luanda,AO,71.6,few clouds,-8.8368,13.2343,EPIC SANA Luanda
611,Mankato,US,88.38,clear sky,44.1636,-93.9994,Hilton Garden Inn Mankato Downtown
612,Syracuse,IT,81.99,overcast clouds,37.0881,15.2792,Hotel Posta
613,Gorontalo,ID,74.41,overcast clouds,0.5412,123.0595,Maqna Hotel by Prasanthi
614,Juchen,DE,71.62,broken clouds,51.1,6.5,FeWo Jüchen
617,Novopskov,UA,71.6,clear sky,49.5464,39.0899,"Sanatorno-Ozdorovchyy Kompleks ""Perlyna"""
618,Guipavas,FR,69.85,clear sky,48.4352,-4.3972,Brit Hotel Brest Le Relecq-Kerhuon
619,Matam,SN,78.8,scattered clouds,15.6175,-13.3303,Hotel Beelel Jeeri
620,Shenjiamen,CN,76.53,overcast clouds,29.9576,122.298,Jinjiang Inn Zhoushan Putuo Shenjiamen
622,Banes,CU,88.66,scattered clouds,20.9625,-75.7186,Hostal Iván y yailet
626,Ozinki,RU,76.73,clear sky,51.1786,49.6769,Korolevskiy Dvor
627,Arkadak,RU,67.66,broken clouds,51.9326,43.4978,Khoper
629,Padang,ID,76.93,broken clouds,-0.9492,100.3543,Mercure Padang
630,Bull Savanna,JM,81.57,overcast clouds,17.8868,-77.5902,Big Red's
634,Lagoa,PT,71.76,broken clouds,39.05,-27.9833,Casa Das Faias
637,Bundu,IN,79.02,light rain,23.1833,85.5833,Rajdhani Hotel
639,Edson,CA,78.94,clear sky,53.5835,-116.4356,"Holiday Inn Express & Suites Edson, an IHG Hotel"
640,Kibondo,TZ,68.94,overcast clouds,-3.5864,30.7203,Pongezi Annex Guest House
641,Bafra,TR,79.83,clear sky,41.5678,35.9069,Sevgi Otel
643,Broome,US,77.7,broken clouds,42.2506,-75.833,Chenango Valley State Park
645,Mtwara,TZ,73.92,clear sky,-10.2667,40.1833,TIL Hotels Mtwara
646,Gubkin,RU,63.25,few clouds,51.2817,37.5458,Ruda Hotel
648,Mongu,ZM,70.57,clear sky,-15.2484,23.1274,Country Lodge Mongu
650,Iwanai,JP,67.12,overcast clouds,42.9744,140.5089,いわない高原ホテル
653,Sokoto,NG,83.7,overcast clouds,13.0609,5.239,Grand Ibro Hotel
655,Ponta Delgada,PT,78.49,scattered clouds,37.7333,-25.6667,Vila Nova Hotel
656,Lahat,ID,71.92,broken clouds,-3.8,103.5333,Hotel Grand Zuri Lahat by ZHM
657,Otwock,PL,67.06,overcast clouds,52.1058,21.2613,"Holiday Inn Resort Warsaw - Jozefow, an IHG Hotel"
658,Carutapera,BR,83.28,broken clouds,-1.195,-46.02,Lidera
663,Roebourne,AU,69.39,clear sky,-20.7833,117.1333,Latitude20 Roebourne Village
664,West Wendover,US,88.81,clear sky,40.7391,-114.0733,"Motel 6 Wendover, UT"
665,Rafraf,TN,80.91,overcast clouds,37.1904,10.1837,Les Jardins de la Mer Ghar el Melh
667,Ilovlya,RU,77.52,few clouds,49.3033,43.9796,"Tri Sosny, Baza Otdykha"
669,Rock Sound,BS,83.59,clear sky,24.9,-76.2,Pink Corral Bay Property
671,Amahai,ID,76.66,few clouds,-3.3333,128.9167,HOTEL ISABELA
672,Rumoi,JP,65.68,overcast clouds,43.9344,141.6428,Business Hotel R-Inn
673,Mahibadhoo,MV,78.42,light rain,3.7833,72.9667,Omadhoo Inn
675,Oistins,BB,87.89,scattered clouds,13.0667,-59.5333,Butterfly Beach Hotel
676,Klyuchi,RU,65.61,clear sky,52.2667,79.1667,Vesolaya Mayovka
677,Irun,ES,73.26,broken clouds,43.339,-1.7894,ibis Irun
679,Santa Cruz,BO,89.65,smoke,-17.8,-63.1667,Aviador Hotel Boutique
680,Fasa,IR,74.44,clear sky,28.9383,53.6482,Fasa University Boys' Dormitory
681,Tivaouane,SN,77.34,moderate rain,14.9515,-16.8129,SOUNOU KEUR
682,Santa Fe,AR,83.01,light rain,-31.6333,-60.7,Conquistador Hotel
685,Palmer,US,82.15,few clouds,42.1584,-72.3287,Wedgewood Motel
686,Westport,US,86.09,few clouds,41.1415,-73.3579,The Westport Inn
687,Semey,KZ,67.93,few clouds,50.4111,80.2275,Grand Hotel Semey
688,Miri,MY,73.54,scattered clouds,4.4148,114.0089,"Mega Hotel, Miri"
689,Mikuni,JP,76.91,light rain,36.2171,136.1519,Seifuso
691,Yingcheng,CN,68.76,overcast clouds,30.95,113.55,Yingcheng Hotel
693,Pitimbu,BR,81.19,overcast clouds,-7.4706,-34.8086,Reserva do Abiaí
694,Half Moon Bay,US,79.18,clear sky,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
697,Hamilton,US,84.94,scattered clouds,39.1834,-84.5333,Six Acres Bed & Breakfast
699,Huainan,CN,67.71,overcast clouds,32.6264,116.9969,GME Huainan Tianjiaan District Chaoyang East Road Hotel
700,Ajdabiya,LY,80.74,clear sky,30.7554,20.2263,منزلة الحاج سالم خليفة العيساويه الزواوي
705,Pacific Grove,US,81.21,few clouds,36.6177,-121.9166,Lovers Point Inn
707,Bushehr,IR,87.89,overcast clouds,28.9684,50.8385,Yas Hotel
708,Bireun,ID,77.38,overcast clouds,5.203,96.7009,Rumah Bp.AR. ISMAIL
709,Bulungu,CD,78.06,light rain,-4.55,18.6,Maison MC Michel
